chapel-hill-nc-usa-50391,FLS0331,1991-05-03,Cat's Cradle,5,600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Reclamation,Sieve-Fisted Find,Greed,Runaway Return,Long Division,Blueprint,Interlude 1,Two Beats Off,Merchandise,Break-In,Bad Mouth,Waiting Room,Latin Roots,Styrofoam,Interlude 2,Dear Justice Letter,Promises,Encore 1,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,
charlotte-nc-usa-50491,FLS0332,1991-05-04,Milestone,5,400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Greed,Interlude 1,Nice New Outfit,Interlude 2,Styrofoam,Dear Justice Letter,Reclamation,Interlude 3,Give Me The Cure,Suggestion,Burning,Interlude 4,Stacks,Two Beats Off,Interlude 5,Shut the Door,Encore 1,KYEO,Exit Only,Repeater,,,,,,,,,,,,,,,,,,,,,,
knoxville-tn-usa-50591,FLS0333,1991-05-05,Flamingo,5,300,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Merchandise,Interlude 1,Turnover,And The Same,Latin Roots,Styrofoam,Margin Walker,Song #1,Bulldog Front,Waiting Room,Long Division,Blueprint,Reclamation,Two Beats Off,Promises,Encore 1,KYEO,Dear Justice Letter,Shut the Door,,,,,,,,,,,,,,,,,,,,,,,
nashville-tn-usa-50791,FLS0334,1991-05-07,Cannery,5,400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Styrofoam,Dear Justice Letter,Merchandise,Runaway Return,Reclamation,Sieve-Fisted Find,Interlude 1,Waiting Room,Margin Walker,Burning Too,Long Division,Two Beats Off,Repeater,Reprovisional,Encore 1,KYEO,Exit Only,Brendan #1,,,,,,,,,,,,,,,,,,,,,,,,
huntsville-al-usa-50891,FLS0335,1991-05-08,Carriage House Inn,5,650,Joey Picuri,Jerry Busher,Cassette,Intro,Brendan #1,Greed,Sieve-Fisted Find,Reclamation,Interlude 1,Two Beats Off,Styrofoam,Interlude 2,Margin Walker,Waiting Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
columbia-sc-usa-51091,FLS0336,1991-05-10,Rockefella's,5,500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Styrofoam,Turnover,Stacks,Sieve-Fisted Find,Merchandise,Interlude 1,Margin Walker,Bad Mouth,Bulldog Front,Waiting Room,Long Division,Blueprint,Interlude 2,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,
athens-ga-usa-51191,FLS0337,1991-05-11,40 Watt,5,700,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Exit Only,Merchandise,Dear Justice Letter,Reclamation,Interlude 1,Two Beats Off,Interlude 2,Burning Too,Give Me The Cure,Waiting Room,Lockdown,Long Division,Runaway Return,KYEO,Blueprint,Styrofoam,Interlude 3,Shut the Door,Encore 1,Latin Roots Acapella,Promises,Reprovisional,,,,,,,,,,,,,,,,,,,,
atlanta-ga-usa-51291,FLS0338,1991-05-12,Masquerade,5,1700,Joey Picuri,Jerry Busher,Cassette,Intro,Turnover,Greed,Interlude 1,Latin Roots,Interlude 2,Reclamation,Interlude 3,Sieve-Fisted Find,Styrofoam,Styrofoam,Margin Walker,Song #1,Interlude 4,Bulldog Front,Waiting Room,Interlude 5,Two Beats Off,Interlude 6,KYEO,Exit Only,Repeater,Encore 1,Suggestion,,,,,,,,,,,,,,,,,,,,
savannah-ga-usa-51391,FLS0339,1991-05-13,Sun,5,200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Merchandise,Interlude 1,Nice New Outfit,Interlude 2,Reclamation,Sieve-Fisted Find,Promises,Interlude 3,Latin Roots,Styrofoam,Long Division,Blueprint,Stacks,Two Beats Off,Shut the Door,Interlude 4,Dear Justice Letter,Repeater,,,,,,,,,,,,,,,,,,,,,,,,
jacksonville-fl-usa-51491,FLS0340,1991-05-14,Milk Bar,5,700,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Sieve-Fisted Find,Joe #1,Reclamation,Turnover,Merchandise,Interlude 1,Dear Justice Letter,Shut the Door,Margin Walker,Bad Mouth,Interlude 2,Give Me The Cure,Waiting Room,Long Division,Blueprint,Two Beats Off,Repeater,Encore 1,Exit Only,Styrofoam,Reprovisional,,,,,,,,,,,,,,,,,,,,,,
tampa-fl-usa-51591,FLS0341,1991-05-15,Ritz,5,1150,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Greed,Latin Roots,Merchandise,Interlude 1,Sieve-Fisted Find,Reclamation,Bulldog Front,Song #1,Lockdown,Waiting Room,Interlude 2,KYEO,Blueprint,Styrofoam,Runaway Return,Promises,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,
miami-fl-usa-51691,FLS0342,1991-05-16,Cameo Theater,5,1390,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Reclamation,Sieve-Fisted Find,Greed,Interlude 1,Turnover,And The Same,Interlude 2,Dear Justice Letter,Interlude 3,Burning Too,Margin Walker,Suggestion,Give Me The Cure,Waiting Room,Long Division,Blueprint,Shut the Door,Encore 1,Exit Only,Repeater,Styrofoam,,,,,,,,,,,,,,,,,,,,,,
orlando-fl-usa-51791,FLS0343,1991-05-17,Beacham Theater,5,1400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Stacks,Sieve-Fisted Find,Reclamation,Turnover,Merchandise,Interlude 1,Margin Walker,Bad Mouth,Bulldog Front,Interlude 2,Song #1,Waiting Room,Long Division,Runaway Return,Promises,Two Beats Off,Encore 1,Exit Only,KYEO,Shut the Door,,,,,,,,,,,,,,,,,,,,,,,
gainesville-fl-usa-51891,FLS0344,1991-05-18,Club Demolition,5,500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Greed,Interlude 1,Sieve-Fisted Find,Interlude 2,Promises,Turnover,Interlude 3,Reclamation,Interlude 4,Styrofoam,Give Me The Cure,Suggestion,Long Division,Blueprint,Repeater,Encore 1,Exit Only,Runaway Return,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
pensacola-fl-usa-52091,FLS0345,1991-05-20,Nite Owl,5,650,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Nice New Outfit,Merchandise,Interlude 1,Sieve-Fisted Find,Reclamation,Latin Roots,Styrofoam,Lockdown,Burning Too,Margin Walker,Waiting Room,Long Division,Blueprint,KYEO,Two Beats Off,Shut the Door,Encore 1,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
birmingham-al-usa-52191,FLS0346,1991-05-21,Tuxedo Junction,5,365,Joey Picuri,Warren Russell-Smith,Cassette,Joe #1,And The Same,Runaway Return,Greed,Sieve-Fisted Find,Merchandise,Margin Walker,Suggestion,Give Me The Cure,Long Division,Blueprint,Exit Only,Promises,Encore 1,Two Beats Off,Repeater,Waiting Room,Break-In,,,,,,,,,,,,,,,,,,,,,,,,,,
memphis-tn-usa-52291,FLS0347,1991-05-22,Antennae Club,5,480,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Blueprint,Reclamation,Sieve-Fisted Find,Merchandise,Interlude 1,Dear Justice Letter,Stacks,Latin Roots,Song #1,Waiting Room,Bulldog Front,Long Division,Promises,Exit Only,Repeater,Encore 1,Styrofoam,Two Beats Off,,,,,,,,,,,,,,,,,,,,,,,,
little-rock-ar-usa-52391,FLS0348,1991-05-23,Vino's,5,283,Joey Picuri,Warren Russell-Smith,Cassette,Brendan #1,Greed,Turnover,Interlude 1,KYEO,Latin Roots,And The Same,Sieve-Fisted Find,Reclamation,Give Me The Cure,Burning Too,Margin Walker,Waiting Room,Styrofoam,Runaway Return,Interlude 2,Shut the Door,Exit Only,Encore 1,Long Division,Blueprint,Interlude 3,Reprovisional,,,,,,,,,,,,,,,,,,,,,
dallas-tx-usa-52491,FLS0349,1991-05-24,Deep Ellum Live,5,1200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Sieve-Fisted Find,Styrofoam,Interlude 1,Dear Justice Letter,Promises,Turnover,Reclamation,Interlude 2,Lockdown,Bad Mouth,Margin Walker,Waiting Room,Long Division,Blueprint,KYEO,Two Beats Off,Shut the Door,Encore 1,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,
austin-tx-usa-52591,FLS0350,1991-05-25,Liberty Lunch,5,1100,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Runaway Return,Greed,Sieve-Fisted Find,Merchandise,Interlude 1,Dear Justice Letter,Reclamation,Margin Walker,Suggestion,Give Me The Cure,Interlude 2,Waiting Room,Interlude 3,Stacks,Exit Only,Repeater,Interlude 4,Reprovisional,Encore 1,Long Division,Blueprint,KYEO,,,,,,,,,,,,,,,,,,,,,
houston-tx-usa-52691,FLS0351,1991-05-26,Homage,5,950,Joey Picuri,Warren Russell-Smith,Cassette,Brendan #1,Interlude 1,Merchandise,Sieve-Fisted Find,Reclamation,Interlude 2,Latin Roots,Promises,Bulldog Front,Bad Mouth,Lockdown,Waiting Room,Interlude 3,Blueprint,Styrofoam,Two Beats Off,Repeater,Encore 1,Greed,Stacks,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
edmond-ok-usa-53091,FLS0352,1991-05-30,Edmond Historical Society Preservation Hall,5,600,Joey Picuri,Jerry Busher,Cassette,Intro,Brendan #1,Two Beats Off,Merchandise,Interlude 1,Turnover,Reclamation,Interlude 2,Dear Justice Letter,Styrofoam,Margin Walker,Song #1,Give Me The Cure,Interlude 3,Waiting Room,Long Division,Blueprint,Interlude 4,KYEO,Interlude 5,Runaway Return,Promises,,,,,,,,,,,,,,,,,,,,,,
lawrence-ks-usa-53191,FLS0353,1991-05-31,University of Kansas Ballroom,5,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Exit Only,Greed,Sieve-Fisted Find,Reclamation,Turnover,Styrofoam,Dear Justice Letter,Burning Too,Bulldog Front,Waiting Room,Margin Walker,Interlude 1,Promises,Blueprint,Latin Roots,Long Division,KYEO,Encore 1,Joe #1,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,
fayetteville-ar-usa-60191,FLS0354,1991-06-01,Studio 225,5,300,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Sieve-Fisted Find,Styrofoam,Interlude 1,Latin Roots,Reclamation,Interlude 2,Turnover,Greed,Dear Justice Letter,Bad Mouth,Lockdown,Suggestion,Break-In,Interlude 3,Two Beats Off,Shut the Door,Encore 1,Exit Only,Long Division,Blueprint,Reprovisional,,,,,,,,,,,,,,,,,,,,,
springfield-mo-usa-60291,FLS0355,1991-06-02,Chestnut Hall,5,230,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Merchandise,Interlude 1,Sieve-Fisted Find,And The Same,Latin Roots,Reclamation,Blueprint,Song #1,Margin Walker,Waiting Room,Give Me The Cure,Stacks,Promises,Interlude 2,Two Beats Off,Styrofoam,Encore 1,Exit Only,Shut the Door,,,,,,,,,,,,,,,,,,,,,,,
columbia-mo-usa-60391,FLS0356,1991-06-03,Blue Note,5,400,Joey Picuri,Warren Russell-Smith,Cassette,Long Division,Blueprint,Merchandise,Interlude 1,Dear Justice Letter,Greed,Sieve-Fisted Find,Reclamation,Lockdown,Bad Mouth,Burning,Waiting Room,Exit Only,Promises,Interlude 2,Two Beats Off,KYEO,Encore 1,Brendan #1,Turnover,Repeater,,,,,,,,,,,,,,,,,,,,,,,
st-louis-mo-usa-60491,FLS0357,1991-06-04,Mississippi Nights,5,1275,Joey Picuri,Jerry Busher,Cassette,Glueman,Exit Only,Styrofoam,Interlude 1,Sieve-Fisted Find,Shut the Door,Margin Walker,Bad Mouth,Interlude 2,Give Me The Cure,Waiting Room,Interlude 3,Long Division,Blueprint,Promises,Encore 1,Two Beats Off,Reclamation,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,,
champaign-il-usa-60691,FLS0358,1991-06-06,Latzer Hall YMCA,5,450,Joey Picuri,Jerry Busher,Cassette,Intro,Steady Diet,Merchandise,Styrofoam,Sieve-Fisted Find,Reclamation,Interlude 1,Dear Justice Letter,Interlude 2,KYEO,Interlude 3,Margin Walker,Suggestion,Give Me The Cure,Waiting Room,Interlude 4,Exit Only,Long Division,Blueprint,Interlude 5,Promises,,,,,,,,,,,,,,,,,,,,,,,
indianapolis-in-usa-60791,FLS0359,1991-06-07,Ritz Music Hall,5,850,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Greed,Latin Roots,Merchandise,Interlude 1,Sieve-Fisted Find,Reclamation,Interlude 2,Dear Justice Letter,Waiting Room,Margin Walker,Song #1,Give Me The Cure,Long Division,Blueprint,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
louisville-ky-usa-60891,FLS0360,1991-06-08,Tewligans,5,350,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Dear Justice Letter,Styrofoam,Interlude 1,Runaway Return,Reclamation,Sieve-Fisted Find,Merchandise,Latin Roots,Promises,KYEO,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lexington-ky-usa-60991,FLS0361,1991-06-09,Wrocklage,5,300,Joey Picuri,Warren Russell-Smith,Cassette,Intro,KYEO,Sieve-Fisted Find,Merchandise,Interlude 1,Latin Roots,And The Same,Turnover,Song #1,Bulldog Front,Suggestion,Give Me The Cure,Interlude 2,Waiting Room,Long Division,Blueprint,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
cincinnati-oh-usa-61091,FLS0362,1991-06-10,Bogart's,5,1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Sieve-Fisted Find,Merchandise,Interlude 1,Turnover,Reclamation,Latin Roots,Burning Too,Margin Walker,Waiting Room,Break-In,Interlude 2,Long Division,Blueprint,Styrofoam,Two Beats Off,Promises,Encore 1,KYEO,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,
dayton-oh-usa-61191,FLS0363,1991-06-11,Electrician's Hall,5,400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Greed,Latin Roots,And The Same,Two Beats Off,Reclamation,Interlude 1,Sieve-Fisted Find,Styrofoam,Interlude 2,Lockdown,Bad Mouth,Give Me The Cure,Waiting Room,Blueprint,Interlude 3,Runaway Return,Interlude 4,Shut the Door,Encore,Exit Only,Song #1,Glueman,,,,,,,,,,,,,,,,,,,,
columbus-oh-usa-61291,FLS0364,1991-06-12,Newport,5,700,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Merchandise,Interlude 1,Nice New Outfit,Greed,Sieve-Fisted Find,Reclamation,Blueprint,Waiting Room,Bulldog Front,Suggestion,Long Division,Two Beats Off,Repeater,Interlude 2,Reprovisional,Encore,Stacks,Dear Justice Letter,Interlude 3,Promises,,,,,,,,,,,,,,,,,,,,,,
cleveland-oh-usa-61391,FLS0365,1991-06-13,Flash's,5,1300,Joey Picuri,Warren Russell-Smith,Cassette,Long Division,Blueprint,Interlude 1,Merchandise,Two Beats Off,Shut the Door,Encore 1,Promises,Turnover,Encore 2,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pittsburgh-pa-usa-61491,FLS0366,1991-06-14,Metropol,5,1350,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Reclamation,Dear Justice Letter,Merchandise,Interlude 1,Sieve-Fisted Find,And The Same,Nice New Outfit,Promises,Two Beats Off,Interlude 2,Bad Mouth,Margin Walker,Suggestion,Give Me The Cure,Waiting Room,Long Division,Blueprint,KYEO,Encore,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,
washington-dc-usa-61791,FLS0367,1991-06-17,Sacred Heart Church Hall,5,1400,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Two Beats Off,Greed,Interlude 1,Dear Justice Letter,Reclamation,Interlude 2,Nice New Outfit,Merchandise,Interlude 3,Latin Roots,Promises,Interlude 4,Sieve-Fisted Find,Styrofoam,Exit Only,Encore,KYEO,,,,,,,,,,,,,,,,,,,,,,,,,,
washington-dc-usa-72891,FLS0368,1991-07-28,dc space,,,Joey Picuri,Warren Russell-Smith,Cassette,Cassavetes Instrumental,Latin Roots,Interlude 1,Reclamation,Dear Justice Letter,Long Division,Runaway Return,Polish,Exit Only,Stacks,Interlude 2,Last Chance For A Slow Dance,Set the Charges,Nice New Outfit,KYEO,Encore,Brendan #1,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,,
washington-dc-usa-72991,FLS0369,1991-07-29,Fort Reno,Free,,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Sieve-Fisted Find,Greed,Interlude 1,Give Me The Cure,Song #1,Margin Walker,Bad Mouth,Interlude 2,Blueprint,Styrofoam,Two Beats Off,Merchandise,Exit Only,Promises,Encore,Burning,Burning Too,Glueman,,,,,,,,,,,,,,,,,,,,,,,,
montreal-qc-canada-80291,FLS0370,1991-08-02,Rialto Theatre,6 (ca),1160,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Greed,Interlude 1,Dear Justice Letter,Styrofoam,Sieve-Fisted Find,Reclamation,Margin Walker,Burning Too,Interlude 2,Give Me The Cure,Song #1,Waiting Room,Interlude 3,Long Division,Blueprint,Interlude 4,Latin Roots,Two Beats Off,Shut the Door,Encore 1,Exit Only,Repeater,Interlude 5,Reprovisional,,,,,,,,,,,,,,,,,,
ottawa-on-canada-80391,FLS0371,1991-08-03,Barrymore's,6 (ca),500,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Reclamation,Sieve-Fisted Find,Merchandise,Interlude 1,Turnover,Greed,Bulldog Front,Suggestion,Give Me The Cure,Waiting Room,Exit Only,Stacks,Interlude 2,Two Beats Off,Promises,Encore 1,KYEO,Nice New Outfit,Long Division,Blueprint,,,,,,,,,,,,,,,,,,,,,,
toronto-on-canada-80491,FLS0372,1991-08-04,Opera House,6 (ca),1000,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Interlude 1,Styrofoam,Latin Roots,Interlude 2,Merchandise,Sieve-Fisted Find,Reclamation,Margin Walker,Waiting Room,Burning,Burning Too,Interlude 3,Two Beats Off,Long Division,Blueprint,Interlude 4,Repeater,Encore,Cassavetes Instrumental,KYEO,Interlude 5,Reprovisional,,,,,,,,,,,,,,,,,,,,
detroit-mi-usa-80591,FLS0373,1991-08-05,Majestic Theater,5,1200,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Exit Only,Merchandise,Runaway Return,And The Same,Sieve-Fisted Find,Reclamation,Interlude 1,Lockdown,Suggestion,Give Me The Cure,Waiting Room,Long Division,Blueprint,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,,
kalamazoo-mi-usa-80691,FLS0374,1991-08-06,State Theater,5,800,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Styrofoam,Dear Justice Letter,Interlude 1,Merchandise,Interlude 2,Latin Roots,Reclamation,Interlude 3,Margin Walker,Song #1,Interlude 4,Bulldog Front,Waiting Room,Interlude 5,Exit Only,Greed,Interlude 6,Turnover,And The Same,Interlude 7,Long Division,Blueprint,,,,,,,,,,,,,,,,,,,,
chicago-il-usa-80891,FLS0375,1991-08-08,Vic Theater,5,1550,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Reclamation,Sieve-Fisted Find,Merchandise,Dear Justice Letter,Interlude 1,Styrofoam,Two Beats Off,Song #1,Margin Walker,Bad Mouth,Give Me The Cure,Waiting Room,Shut the Door,Exit Only,Long Division,Blueprint,Encore 1,Turnover,KYEO,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
madison-wi-usa-80991,FLS0376,1991-08-09,Turner Hall,5,850,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Greed,Interlude 1,Nice New Outfit,Reclamation,Turnover,Promises,Exit Only,Interlude 2,Repeater,Break-In,Suggestion,Give Me The Cure,Interlude 3,Sieve-Fisted Find,Long Division,Runaway Return,Encore,Shut the Door,,,,,,,,,,,,,,,,,,,,,,,,
milwaukee-wi-usa-81091,FLS0377,1991-08-10,Central Park,5,850,Joey Picuri,Warren Russell-Smith,Cassette,Intro,And The Same,Dear Justice Letter,Interlude 1,Merchandise,Nice New Outfit,Long Division,Blueprint,Interlude 2,Styrofoam,Last Chance for a Slow Dance,Promises,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-bay-wi-usa-81191,FLS0378,1991-08-11,Wherehouse,5,350,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,And The Same,Latin Roots,Interlude 1,Stacks,Sieve-Fisted Find,Greed,Interlude 2,Turnover,Reclamation,Burning,Burning Too,Margin Walker,Bad Mouth,Interlude 3,Exit Only,Promises,Interlude 4,Last Chance for a Slow Dance,Repeater,Blueprint,Encore,Waiting Room,Glueman,,,,,,,,,,,,,,,,,,,
minneapolis-mn-usa-81291,FLS0379,1991-08-12,First Avenue,5,1550,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Facet Squared Instrumental,Exit Only,Merchandise,Sieve-Fisted Find,Reclamation,Last Chance for a Slow Dance,Promises,Margin Walker,Suggestion,Give Me The Cure,Interlude 1,KYEO,Interlude 2,Turnover,Styrofoam,Interlude 3,Long Division,Runaway Return,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,Encore 2,Burning Too,Waiting Room,,,,,,,,,,,,,,,,,
fargo-nd-usa-81391,FLS0380,1991-08-13,Elks Lodge,5,550,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Greed,Dear Justice Letter,Styrofoam,Interlude 1,Turnover,Reclamation,Sieve-Fisted Find,Waiting Room,Margin Walker,Bad Mouth,Bulldog Front,Song #1,Long Division,Last Chance for a Slow Dance,Repeater,Encore,Merchandise,Blueprint,,,,,,,,,,,,,,,,,,,,,,,,
winnipeg-mb-canada-81491,FLS0381,1991-08-14,Duncan Arena,6 (ca),500,Joey Picuri,Jerry Busher,Cassette,Intro,Steady Diet,And The Same,Sieve-Fisted Find,Interlude 1,Styrofoam,Interlude 2,Turnover,Reclamation,Interlude 3,Break-In,Burning Too,Margin Walker,Waiting Room,Interlude 4,Long Division,Blueprint,Interlude 5,KYEO,Two Beats Off,Repeater,Encore 1,Suggestion,Give Me The Cure,,,,,,,,,,,,,,,,,,,,
regina-sk-canada-81591,FLS0382,1991-08-15,College West,6 (ca),288,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Joe #1,Greed,Sieve-Fisted Find,Reclamation,Interlude 1,Latin Roots,Merchandise,Interlude 2,Two Beats Off,Interlude 3,Stacks,Interlude 4,Lockdown,Song #1,Bulldog Front,Waiting Room,Interlude 5,Blueprint,Interlude 6,Promises,Interlude 7,Nice New Outfit,Repeater,Encore 1,Long Division,Exit Only,Shut the Door,,,,,,,,,,,,,,,,
calgary-ab-canada-81791,FLS0383,1991-08-17,MacEwan Hall,6 (ca),700,Joey Picuri,Fugazi,Cassette,Intro,Steady Diet,And The Same,Sieve-Fisted Find,Reclamation,Interlude 1,Dear Justice Letter,Merchandise,Turnover,Bad Mouth,Margin Walker,Suggestion,Give Me The Cure,Waiting Room,Long Division,Blueprint,Promises,Exit Only,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,,
vancouver-bc-canada-81991,FLS0384,1991-08-19,N. Van. Sports Arena Hockey Rink,6 (ca),1300,Joey Picuri,Warren Russell-Smith,Cassette,Intro,And The Same,Dear Justice Letter,Merchandise,Interlude 1,Turnover,Interlude 2,Promises,Interlude 3,Margin Walker,Burning Too,Interlude 4,Bulldog Front,Waiting Room,Interlude 5,Latin Roots,Interlude 6,Reclamation,Sieve-Fisted Find,Shut the Door,Encore 1,Two Beats Off,Repeater,Reprovisional,,,,,,,,,,,,,,,,,,,,
olympia-wa-usa-82591,FLS0385,1991-08-25,Capitol Theater,5,800,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Exit Only,Brendan #1,Merchandise,Interlude 1,Sieve-Fisted Find,Reclamation,Interlude 2,Last Chance for a Slow Dance,Promises,Interlude 3,Margin Walker,Bad Mouth,Interlude 4,Bulldog Front,Interlude 5,Suggestion,Interlude 6,Two Beats Off,Interlude 7,Long Division,Reprovisional,Encore,Glueman,,,,,,,,,,,,,,,,,,,,
seattle-wa-usa-82691,FLS0386,1991-08-26,OZ,5,1600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Steady Diet,Greed,Runaway Return,Reclamation,Nice New Outfit,And The Same,Margin Walker,Burning Too,Burning,Interlude 1,Waiting Room,Last Chance for a Slow Dance,Styrofoam,Interlude 2,Blueprint,Repeater,Encore 1,Bad Mouth,Break-In,Shut the Door,,,,,,,,,,,,,,,,,,,,,,,
portland-or-usa-82791,FLS0387,1991-08-27,Melody Ballroom,5,850,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Facet Squared Instrumental,Two Beats Off,Merchandise,Interlude 1,Latin Roots,Interlude 2,Stacks,Sieve-Fisted Find,Promises,Lockdown,Suggestion,Give Me The Cure,Long Division,Last Chance For A Slow Dance,Reclamation,Waiting Room,Glueman,Encore 1,KYEO,Blueprint,,,,,,,,,,,,,,,,,,,,,,,
petaluma-ca-usa-83091,FLS0388,1991-08-30,Phoenix Theater,5,750,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Brendan #1,Merchandise,Dear Justice Letter,Reclamation,Interlude 1,Runaway Return,Styrofoam,Interlude 2,Burning,Interlude 3,Burning Too,Give Me The Cure,Waiting Room,Long Division,Blueprint,Promises,Encore 1,Exit Only,KYEO,Reprovisional,,,,,,,,,,,,,,,,,,,,,,,
oakland-ca-usa-83191,FLS0389,1991-08-31,Scottish Rites Temple,5,1800,Joey Picuri,Jerry Busher,Cassette,Intro,Steady Diet,Greed,Sieve-Fisted Find,Reclamation,Interlude 1,Dear Justice Letter,And The Same,Interlude 2,Break-In,Song #1,Bulldog Front,Bad Mouth,Interlude 3,Exit Only,Interlude 4,KYEO,Interlude 5,Two Beats Off,Repeater,Encore 1,Styrofoam,Last Chance for a Slow Dance,Shut the Door,,,,,,,,,,,,,,,,,,,,
berkeley-ca-usa-90191,FLS0390,1991-09-01,Gilman Street,5,600,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Facet Squared Instrumental,Exit Only,Merchandise,Interlude 1,Latin Roots,Reclamation,Interlude 2,Nice New Outfit,Long Division,Runaway Return,Waiting Room,Interlude 3,Margin Walker,Suggestion,Give Me The Cure,Interlude 4,Promises,Reprovisional,Encore 1,Glueman,,,,,,,,,,,,,,,,,,,,,,,
sacramento-ca-usa-90391,FLS0391,1991-09-03,One Edge Up,5,950,Joey Picuri,Warren Russell-Smith,Cassette,Intro,Turnover,Greed,Interlude 1,Latin Roots,Stacks,Sieve-Fisted Find,Styrofoam,Interlude 2,Nice New Outfit,Reclamation,Interlude 3,Bulldog Front,Waiting Room,Margin Walker,Burning Too,Blueprint,KYEO,Interlude 5,Exit Only,Shut the Door,Encore 1,Two Beats Off,Promises,,,,,,,,,,,,,,,,,,,,
fresno-ca-usa-90491,FLS0392,1991-09-04,Knights of Columbus Hall,5,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
